Type of Permit,New Units Permitted,Net Units Permitted,Type of Dwelling Unit,Issued Date,Year Issued,Year Finaled,Urban Village Name,Urban Village Type,Neighborhood,Council District,Longitude,Latitude,GEOID20,Type of Dwelling Unit per Code
Construction Permit,1,1,SF,1/29/2020 8:00,2020,2023,Outside Villages,Outside Villages,North,5,-122.3007451,47.722758,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,5/15/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3534774,47.72289572,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,3/22/2022 8:00,2022,2023,Outside Villages,Outside Villages,Central,3,-122.2955492,47.60260156,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,6/10/2019 8:00,2019,2020,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3595986,47.64704822,5.30E+14,Townhouse
Construction Permit,1,1,DADU,5/16/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3397649,47.72226755,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,4/5/2022 8:00,2022,2025,Outside Villages,Outside Villages,Northwest,5,-122.3490397,47.72262442,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,4/10/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3393209,47.72298531,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,4/10/2023 8:00,2023,2025,Outside Villages,Outside Villages,Northwest,5,-122.3393094,47.72306502,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,8/14/2019 8:00,2019,2020,Outside Villages,Outside Villages,Northwest,6,-122.3268514,47.67497747,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,3/6/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3398947,47.73102076,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,6,6,MF,3/18/2021 8:00,2021,2024,Crown Hill,Residential Urban Village,Ballard,5,-122.374432,47.69619456,5.30E+14,Rowhouse
Construction Permit,1,1,DADU,3/6/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3401251,47.73101798,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,7,7,MF,9/27/2021 8:00,2021,2023,Outside Villages,Outside Villages,Northwest,5,-122.3558211,47.73116082,5.30E+14,Townhouse
Construction Permit,1,1,DADU,8/26/2024 8:00,2024,2024,Outside Villages,Outside Villages,North,5,-122.3055798,47.73030345,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,8/23/2019 8:00,2019,2021,Outside Villages,Outside Villages,Northwest,5,-122.3325728,47.73130548,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,7/8/2020 8:00,2020,2023,Outside Villages,Outside Villages,Northwest,5,-122.3356263,47.73130382,5.30E+14,Detached Single-Family
Construction Permit,120,120,MIXED,7/21/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.2927842,47.7325361,5.30E+14,Apartment
Construction Permit,1,1,ADU,2/28/2024 8:00,2024,2024,Outside Villages,Outside Villages,North,5,-122.290675,47.73243359,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,10/3/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3382086,47.73287709,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,9/30/2022 8:00,2022,2025,Outside Villages,Outside Villages,Central,3,-122.3057277,47.61400869,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,6/10/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.3115043,47.69977578,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,4/15/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3115319,47.69287058,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/1/2022 8:00,2022,2024,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3125961,47.55628195,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,8/1/2022 8:00,2022,2024,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3125961,47.55628195,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,5,5,MF,11/5/2018 8:00,2018,2023,Outside Villages,Outside Villages,North,5,-122.3124456,47.7198288,5.30E+14,Apartment
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3122607,47.71985874,5.30E+14,Townhouse
Construction Permit,1,1,DADU,5/29/2020 8:00,2020,2020,Outside Villages,Outside Villages,Northwest,5,-122.3272673,47.71994444,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3121199,47.71985289,5.30E+14,Townhouse
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3121868,47.72002823,5.30E+14,Townhouse
Construction Permit,1,1,DADU,1/30/2025 8:00,2025,2025,Outside Villages,Outside Villages,Northwest,5,-122.3547036,47.72011484,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3119312,47.71996996,5.30E+14,Townhouse
Construction Permit,3,3,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3121856,47.7201494,5.30E+14,Townhouse
Construction Permit,1,1,SF,10/7/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3272703,47.72012177,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,10/7/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3272703,47.72012177,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,9/23/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3157486,47.72008792,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/23/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3157486,47.72008792,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3119303,47.72013756,5.30E+14,Townhouse
Construction Permit,1,1,DADU,10/7/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3270603,47.72012089,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,9/23/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3159265,47.72012544,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,5/8/2023 8:00,2023,2025,Outside Villages,Outside Villages,Northwest,5,-122.3669372,47.72023754,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.311928,47.72027826,5.30E+14,Townhouse
Construction Permit,4,4,MF,11/13/2018 8:00,2018,2022,Outside Villages,Outside Villages,North,5,-122.3121471,47.72028006,5.30E+14,Townhouse
Construction Permit,2,2,MF,11/5/2018 8:00,2018,2023,Outside Villages,Outside Villages,North,5,-122.3124427,47.72024549,5.30E+14,Townhouse
Construction Permit,1,1,ADU,12/13/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3292377,47.72070269,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,12/13/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3292377,47.72070269,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,12/13/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3292377,47.72070269,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/14/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3126335,47.70110528,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,6/14/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3126335,47.70110528,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,3/17/2025 8:00,2025,2025,Outside Villages,Outside Villages,North,5,-122.3125101,47.69838772,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,3/17/2025 8:00,2025,2025,Outside Villages,Outside Villages,North,5,-122.3125101,47.69838772,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,11/1/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3125926,47.70014655,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,11/1/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3125926,47.70014655,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,11/1/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3125926,47.70014655,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,69,69,MIXED,9/18/2018 8:00,2018,2020,Chinatown-International District,Urban Center Village,Central,2,-122.3149489,47.59888147,5.30E+14,Apartment
Construction Permit,1,1,DADU,8/1/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.3135554,47.72026137,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,1/3/2020 8:00,2020,2020,Outside Villages,Outside Villages,North,5,-122.3070281,47.72050701,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,2/20/2019 8:00,2019,2019,Outside Villages,Outside Villages,Northwest,5,-122.3646912,47.72063226,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,10/26/2022 8:00,2022,2025,Outside Villages,Outside Villages,Northwest,5,-122.3591235,47.72062093,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,12/16/2019 8:00,2019,2020,Outside Villages,Outside Villages,Northwest,5,-122.3599238,47.72062434,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,10/26/2022 8:00,2022,2025,Outside Villages,Outside Villages,Northwest,5,-122.3593284,47.72061512,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,12/6/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3232481,47.72056623,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,12/6/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3229415,47.72056058,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,7/25/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.34925,47.72063753,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,4,4,MF,8/17/2019 8:00,2019,2021,Lake City,Hub Urban Village,North,5,-122.2910417,47.72038287,5.30E+14,Rowhouse
Construction Permit,4,4,MF,8/17/2019 8:00,2019,2021,Lake City,Hub Urban Village,North,5,-122.2910449,47.72059156,5.30E+14,Rowhouse
Construction Permit,1,1,DADU,11/5/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3591222,47.72095223,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,11/5/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3593401,47.72095721,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,11/5/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3593401,47.72095721,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,4,4,MF,1/7/2021 8:00,2021,2022,Lake City,Hub Urban Village,North,5,-122.2912749,47.72033007,5.30E+14,Townhouse
Construction Permit,1,1,SF,1/28/2022 8:00,2022,2024,Outside Villages,Outside Villages,Northwest,5,-122.331679,47.72005405,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,10/19/2022 8:00,2022,2024,Outside Villages,Outside Villages,Northwest,5,-122.358787,47.72095982,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,4,4,MF,1/7/2021 8:00,2021,2022,Lake City,Hub Urban Village,North,5,-122.2912828,47.72060687,5.30E+14,Townhouse
Construction Permit,1,1,MF,2/25/2022 8:00,2022,2023,Lake City,Hub Urban Village,North,5,-122.2899163,47.72076891,5.30E+14,Apartment
Construction Permit,1,1,MF,2/25/2022 8:00,2022,2023,Lake City,Hub Urban Village,North,5,-122.2899212,47.72091575,5.30E+14,Apartment
Construction Permit,1,1,ADU,3/25/2020 8:00,2020,2021,Outside Villages,Outside Villages,North,5,-122.3076052,47.72093232,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,3/15/2024 8:00,2024,2024,Outside Villages,Outside Villages,Northwest,5,-122.3647487,47.72127542,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,3/24/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3056254,47.72126478,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,6/14/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3126223,47.70089435,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,7/28/2022 8:00,2022,2023,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3527951,47.53660207,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,1/25/2019 8:00,2019,2020,Capitol Hill,Urban Center Village,East,3,-122.3097731,47.61930116,5.30E+14,Townhouse
Construction Permit,1,1,DADU,6/1/2023 8:00,2023,2024,Outside Villages,Outside Villages,Central,3,-122.2955622,47.60244735,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,9/13/2018 8:00,2018,2020,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3594137,47.6472612,5.30E+14,Townhouse
Construction Permit,2,2,MF,9/13/2018 8:00,2018,2020,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.359411,47.6470636,5.30E+14,Townhouse
Construction Permit,1,1,DADU,6/21/2024 8:00,2024,2025,Outside Villages,Outside Villages,Lake Union,6,-122.3560052,47.6646124,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,7/10/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3124641,47.70110532,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,7/10/2023 8:00,2023,2025,Outside Villages,Outside Villages,North,5,-122.3124641,47.70110532,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/18/2022 8:00,2022,2023,Outside Villages,Outside Villages,Central,3,-122.2951956,47.60254011,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,8/18/2022 8:00,2022,2023,Outside Villages,Outside Villages,Central,3,-122.2951956,47.60254011,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,8/2/2021 8:00,2021,2022,Outside Villages,Outside Villages,Central,3,-122.2953204,47.61977693,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,6/18/2021 8:00,2021,2022,Outside Villages,Outside Villages,Northwest,5,-122.3680302,47.7216929,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,6/15/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3047862,47.72150435,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,6/15/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3047862,47.72150435,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,1/28/2020 8:00,2020,2020,Outside Villages,Outside Villages,North,5,-122.2994597,47.72143385,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,3/22/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.3174419,47.72181589,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,10/3/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.353177,47.72190338,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,10/3/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northwest,5,-122.3533868,47.72191002,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,MF,11/25/2020 8:00,2020,2022,Outside Villages,Outside Villages,Northwest,5,-122.3572157,47.72211058,5.30E+14,Congregate Housing
Construction Permit,1,1,ADU,12/5/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3519584,47.7222118,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,12/5/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3521712,47.72228625,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,9/20/2022 8:00,2022,2023,Outside Villages,Outside Villages,Northwest,5,-122.3521422,47.72241929,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,11/21/2022 8:00,2022,2024,Outside Villages,Outside Villages,Northwest,5,-122.3604384,47.72246405,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,9/16/2022 8:00,2022,2024,Outside Villages,Outside Villages,Northwest,5,-122.3607441,47.72245719,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/16/2022 8:00,2022,2024,Outside Villages,Outside Villages,Northwest,5,-122.3607441,47.72245719,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,5/16/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3647578,47.72230607,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,5/16/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3647578,47.72230607,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,5/16/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.364548,47.72239161,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,7/16/2018 8:00,2018,2020,Lake City,Hub Urban Village,North,5,-122.2910537,47.72229772,5.30E+14,Townhouse
Construction Permit,3,3,MF,7/16/2018 8:00,2018,2020,Lake City,Hub Urban Village,North,5,-122.2910537,47.72229772,5.30E+14,Townhouse
Construction Permit,1,1,DADU,6/3/2019 8:00,2019,2019,Outside Villages,Outside Villages,Ballard,5,-122.3596818,47.70348301,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,MF,6/2/2020 8:00,2020,2021,Greenwood-Phinney Ridge,Residential Urban Village,Northwest,6,-122.3593291,47.69042232,5.30E+14,Apartment
Construction Permit,2,2,SF,1/2/2020 8:00,2020,2021,Outside Villages,Outside Villages,Central,3,-122.2980573,47.61980107,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,11/18/2021 8:00,2021,2022,Outside Villages,Outside Villages,Northwest,6,-122.3589257,47.67014754,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,MF,6/10/2019 8:00,2019,2020,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3596093,47.64719255,5.30E+14,Townhouse
Construction Permit,4,4,ADU,10/8/2020 8:00,2020,2024,12th Avenue,Urban Center Village,East,3,-122.3153097,47.60568904,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,4,4,MF,10/8/2020 8:00,2020,2024,12th Avenue,Urban Center Village,East,3,-122.3153097,47.60568904,5.30E+14,Townhouse
Construction Permit,1,1,DADU,2/16/2023 8:00,2023,2023,Outside Villages,Outside Villages,Northwest,5,-122.3300954,47.72336908,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,5,5,MF,3/14/2024 8:00,2024,2025,Outside Villages,Outside Villages,Southeast,3,-122.2926791,47.59201593,5.30E+14,Rowhouse
Construction Permit,1,1,ADU,2/24/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3040772,47.72345895,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,2/24/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3040772,47.72345895,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,2/24/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3040772,47.72345895,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,3/4/2019 8:00,2019,2020,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3742519,47.63683146,5.30E+14,Townhouse
Construction Permit,7,7,MF,1/23/2019 8:00,2019,2020,Outside Villages,Outside Villages,Southeast,3,-122.2942627,47.59201416,5.30E+14,Rowhouse
Construction Permit,1,1,SF,8/23/2018 8:00,2018,2020,Outside Villages,Outside Villages,North,5,-122.3094351,47.72455711,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,1/7/2025 8:00,2025,2025,Outside Villages,Outside Villages,North,5,-122.3035921,47.72375571,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,4/3/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.2957347,47.72371941,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,4/25/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3037814,47.72382087,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,3/21/2024 8:00,2024,2025,,,,,,,,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,3/21/2024 8:00,2024,2025,,,,,,,,Detached Single-Family
Construction Permit,1,1,ADU,9/30/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.2899998,47.72407877,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,3/27/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.2960293,47.72387648,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,5,5,MF,12/17/2018 8:00,2018,2020,Outside Villages,Outside Villages,Ballard,6,-122.3732817,47.67796788,5.30E+14,Rowhouse
